2025-04-07T19:27:22.309551300,buns,250,250
2025-04-07T19:52:15.264221900,buns,250,250
2025-04-08T15:21,buns,250,250
2025-04-08T15:21,tomato,250,250
2025-04-08T15:21,cheese,250,500
2025-04-08T15:21,meat,250,1000
2025-04-08T15:21,soda,250,500
2025-04-08T15:21,sausage,250,750
2025-04-08T15:21,dough,250,750
2025-04-08T15:21,corn,250,250
2025-04-08T17:21,buns,250,250
2025-04-08T17:21,tomato,250,250
2025-04-08T17:21,cheese,250,500
2025-04-08T17:21,meat,250,1000
2025-04-08T17:21,soda,250,500
2025-04-08T17:21,sausage,250,750
2025-04-08T17:21,dough,250,750
2025-04-08T17:21,corn,250,250
2025-04-08T17:24,buns,250,250
2025-04-08T17:24,tomato,250,250
2025-04-08T17:24,cheese,250,500
2025-04-08T17:24,meat,250,1000
2025-04-08T17:24,soda,250,500
2025-04-08T17:24,sausage,250,750
2025-04-08T17:24,dough,250,750
2025-04-08T17:24,corn,250,250
2025-04-08T17:44,buns,250,250
2025-04-08T17:44,tomato,250,250
2025-04-08T17:44,cheese,250,500
2025-04-08T17:44,meat,250,1000
2025-04-08T17:44,soda,250,500
2025-04-08T17:44,sausage,250,750
2025-04-08T17:44,dough,250,750
2025-04-08T17:44,corn,250,250
2025-04-08T17:46,buns,250,250
2025-04-08T17:46,tomato,250,250
2025-04-08T17:46,cheese,250,500
2025-04-08T17:46,meat,250,1000
2025-04-08T17:46,soda,250,500
2025-04-08T17:46,sausage,250,750
2025-04-08T17:46,dough,250,750
2025-04-08T17:46,corn,250,250
2025-04-08T17:48,buns,250,250
2025-04-08T17:48,tomato,250,250
2025-04-08T17:48,cheese,250,500
2025-04-08T17:48,meat,250,1000
2025-04-08T17:48,soda,250,500
2025-04-08T17:48,sausage,250,750
2025-04-08T17:48,dough,250,750
2025-04-08T17:48,corn,250,250
2025-04-08T17:51,buns,250,250
2025-04-08T17:51,tomato,250,250
2025-04-08T17:51,cheese,250,500
2025-04-08T17:51,meat,250,1000
2025-04-08T17:51,soda,250,500
2025-04-08T17:51,sausage,250,750
2025-04-08T17:51,dough,250,750
2025-04-08T17:51,corn,250,250
2025-04-08T17:52,buns,250,250
2025-04-08T17:52,tomato,250,250
2025-04-08T17:52,cheese,250,500
2025-04-08T17:52,meat,250,1000
2025-04-08T17:52,soda,250,500
2025-04-08T17:52,sausage,250,750
2025-04-08T17:52,dough,250,750
2025-04-08T17:52,corn,250,250
2025-04-08T17:54,buns,250,250
2025-04-08T17:54,tomato,250,250
2025-04-08T17:54,cheese,250,500
2025-04-08T17:54,meat,250,1000
2025-04-08T17:54,soda,250,500
2025-04-08T17:54,sausage,250,750
2025-04-08T17:54,dough,250,750
2025-04-08T17:54,corn,250,250
2025-04-08T17:56,buns,250,250
2025-04-08T17:56,tomato,250,250
2025-04-08T17:56,cheese,250,500
2025-04-08T17:56,meat,250,1000
2025-04-08T17:56,soda,250,500
2025-04-08T17:56,sausage,250,750
2025-04-08T17:56,dough,250,750
2025-04-08T17:56,corn,250,250
2025-04-08T17:58,buns,250,250
2025-04-08T17:58,tomato,250,250
2025-04-08T17:58,cheese,250,500
2025-04-08T17:58,meat,250,1000
2025-04-08T17:58,soda,250,500
2025-04-08T17:58,sausage,250,750
2025-04-08T17:58,dough,250,750
2025-04-08T17:58,corn,250,250
2025-04-08T18:02,buns,250,250
2025-04-08T18:02,tomato,250,250
2025-04-08T18:02,cheese,250,500
2025-04-08T18:02,meat,250,1000
2025-04-08T18:02,soda,250,500
2025-04-08T18:02,sausage,250,750
2025-04-08T18:02,dough,250,750
2025-04-08T18:02,corn,250,250
2025-04-08T18:36,buns,250,250
2025-04-09T12:05,buns,250,250
2025-04-10T10:57,buns,250,250
